"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6219","CWB-LST-002 Customer wash books grid columns are visible","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_customer_wash_books_ui","",""
"","8523","WB-FLT-005 Reset all clears filters and restores the default list","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_search_filter","",""
"","7614","WB-FLT-004 Site and Active filter combined narrows results correctly","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_search_filter","",""
"","7684","CWB-FLT-001 Filtering by site narrows the customer wash books list","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_customer_wash_books_search_filter","",""
"","7590","CWB-FLT-003 Site and Active filter combined narrows results correctly","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_customer_wash_books_search_filter","",""
"","8160","WB-COM-002 Negative global commission is rejected on save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_negative","",""
"","8748","WB-WNO-002 Zero washes — boundary behaviour documented","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_validation","",""
"","9138","WB-PRI-004 Decimal global price (e.g. 19.99) is accepted and saves correctly","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_positive","",""
"","36231","WB-SIT-002 Assigning multiple sites persists after save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_site_assignment","",""
"","32432","WB-DSC-004 Editing the wash book description persists after save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_edit","",""
"","6891","WB-FLT-003 Disabling Active toggle in filter reveals all wash books","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_search_filter","",""
"","0","WB-DEP-001 Active wash book appears in Select wash book dropdown for CWB creation","tests.admin_portal.wash_books","2026-06-25","skipped","2026-06-25","","test_wash_books_dependency","",""
"","7616","WB-FLT-001 Filtering by site narrows results to that site's wash books","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_search_filter","",""
"","10877","CWB-FLT-004 Reset all clears filters and restores the full CWB list","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_customer_wash_books_search_filter","",""
"","7854","CWB-CRT-003 Creating without assigning a customer succeeds — customer is optional","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_customer_wash_books_positive","",""
"","35985","CWB-VAL-004 Duplicate wash book number is rejected on save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_customer_wash_books_negative","",""
"","7886","WB-LST-002 Wash books grid columns are visible","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_ui","",""
"","26727","WB-RED-001 Enabling redemption at a site with a wash package saves correctly","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_redemption","",""
"","8966","WB-CPT-002 Show on customer portal is OFF by default on a new wash book","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_positive","",""
"","30211","WB-RED-003 Changing an assigned wash package persists after save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_redemption","",""
"","32717","WB-EDT-006 Editing global commission persists after save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_edit","",""
"","34473","WB-EDT-004 Editing site assignment persists after save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_edit","",""
"","6561","CWB-LST-001 Customer wash books tab loads with all primary controls","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_customer_wash_books_ui","",""
"","10666","CWB-DEP-002 CWB number of washes matches the template wash book at creation time","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_customer_wash_books_dependency","",""
"","30203","WB-RED-005 Redeem at header checkbox selects all available sites at once","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_redemption","",""
"","0","WB-LTY-001 Valid points awarded saves and points are actually awarded (deferred)","tests.admin_portal.wash_books","2026-06-25","skipped","2026-06-25","","test_wash_books_dependency","",""
"","20255","CWB-EDT-003 Activating an inactive customer wash book updates status to Active","tests.admin_portal.wash_books","2026-06-25","broken","2026-06-25","","test_customer_wash_books_edit","",""
"","6907","WB-SRH-002 Searching by partial name returns matching records","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_search_filter","",""
"","27985","WB-DSC-003 Long description does not break the form","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_edge_cases","",""
"","0","CWB-VAL-005 Selecting a past expiration date is blocked or documented","tests.admin_portal.wash_books","2026-06-25","skipped","2026-06-25","","test_customer_wash_books_edge_cases","",""
"","8928","Invalid numeric inputs do not break the create form","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_validation","",""
"","7600","WB-SRH-003 Searching a non-existing wash book shows an empty state without error","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_search_filter","",""
"","9793","WB-LST-003 Customer wash books tab and its listing are accessible","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_ui","",""
"","8096","WB-WNO-003 Negative number of washes is rejected on save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_negative","",""
"","28077","WB-RED-002 Different wash package per site all persist after save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_redemption","",""
"","9110","WB-NAM-006 Submitting a blank form keeps the user on the Add form","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_validation","",""
"","7832","WB-EXD-002 Expiration days toggle is OFF by default on a new wash book","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_positive","",""
"","8392","Injection payloads in search do not produce a broken page state","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_search_filter","",""
"","9318","WB-NAM-004 Maximum-length wash book name is handled without breaking the form","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_validation","",""
"","10702","WB-SIT-004 Saving a wash book with no site assigned is handled gracefully","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_site_assignment","",""
"","8610","WB-COM-001 Valid global commission saves correctly","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_validation","",""
"","6989","CWB-FLT-002 Active wash books filter returns only active customer wash books","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_customer_wash_books_search_filter","",""
"","0","CWB-EDT-002 Editing the expiration date persists after save","tests.admin_portal.wash_books","2026-06-25","skipped","2026-06-25","","test_customer_wash_books_edit","",""
"","39288","WB-SIT-003 Location price override persists after save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_site_assignment","",""
"","32798","WB-EDT-003 Editing the number of washes persists after save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_edit","",""
"","29237","WB-EDT-008 Deactivating an active wash book marks it Inactive without deletion","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_edit","",""
"","31455","WB-NAM-001 Saved settings persist when reopening the edit form","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_positive","",""
"","35976","CWB-EDT-004 Deactivating an active customer wash book marks it Inactive","tests.admin_portal.wash_books","2026-06-25","broken","2026-06-25","","test_customer_wash_books_edit","",""
"","8171","Add wash book form loads with required fields","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_ui","",""
"","34795","WB-EDT-001 Editing the wash book name persists after save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_edit","",""
"","7896","WB-LTY-003 Negative loyalty points awarded is rejected on save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_negative","",""
"","9362","CWB-VAL-001 Saving without selecting a wash book template is blocked","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_customer_wash_books_negative","",""
"","29138","WB-EDT-007 Activating an inactive wash book updates its status to Active","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_edit","",""
"","0","WB-DSC-001 Wash book description shows on ecommerce/customer portal (deferred)","tests.admin_portal.wash_books","2026-06-25","skipped","2026-06-25","","test_wash_books_dependency","",""
"","8371","CWB-VAL-003 Saving with a blank number of washes is blocked","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_customer_wash_books_negative","",""
"","7905","WB-WNO-001 Valid number of washes saves correctly","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_validation","",""
"","36359","WB-SIT-001 Assigning a single site persists after save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_site_assignment","",""
"","10467","CWB-SRH-001 Searching by exact wash book number returns the matching record","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_customer_wash_books_search_filter","",""
"","11575","CWB-SRH-002 Searching by partial wash book number returns matching records","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_customer_wash_books_search_filter","",""
"","38689","WB-EDT-002 Editing the global price persists after save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_edit","",""
"","8466","CWB-CRT-004 Customer search requires at least 2 characters to show results","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_customer_wash_books_edge_cases","",""
"","7548","WB-COM-003 Saving without global commission succeeds — field is optional","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_validation","",""
"","8264","WB-PRI-002 Blank global price is blocked on save — validation message shown","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_validation","",""
"","27601","Tax exemption toggle per site persists after save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_site_assignment","",""
"","7476","CWB-CRT-006 Creating without an expiration date succeeds — date is optional","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_customer_wash_books_positive","",""
"","8360","WB-NAM-003 Duplicate wash book name is blocked on save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_negative","",""
"","25766","WB-EXD-001 Enabling Expiration days toggle reveals the expiry configuration","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_positive","",""
"","7313","Special-character search does not crash the grid","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_negative","",""
"","8192","WB-PRI-005 Negative global price is rejected on save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_negative","",""
"","7758","Filter panel shows site dropdown, Apply filters, and Reset all controls","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_search_filter","",""
"","0","WB-SIT-005 Per-site Show on customer portal toggle persists (deferred)","tests.admin_portal.wash_books","2026-06-25","skipped","2026-06-25","","test_wash_books_site_assignment","",""
"","6869","WB-SRH-004 Clearing the search field restores the complete wash book list","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_search_filter","",""
"","7057","WB-SRH-001 Searching an existing wash book by exact name returns the record","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_search_filter","",""
"","7114","WB-NAM-002 Blank wash book name is blocked on save — validation message shown","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_validation","",""
"","8351","WB-NAM-005 A whitespace-only wash book name is rejected on save","tests.admin_portal.wash_books","2026-06-25","passed","2026-06-25","","test_wash_books_negative","",""
