"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12020","CUST-PAY-004b Transaction history section is present in Payment settings","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_payment","",""
"","0","CUST-CAR-007 Update Vehicle Token","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_cars","",""
"","31841","CUST-FLT-008 Filter by site narrows results to customers at that site","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_search_filter","",""
"","0","CUST-FLT-018 Filter by Prepaid Yes narrows results","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_search_filter","",""
"","26678","CUST-CAR-004 Add new car with full details — car saved successfully","tests.admin_portal.customers","2026-07-01","broken","2026-07-01","","test_customers_cars","",""
"","14898","CUST-CAR-004 Add car form contains vehicle detail fields (Year/Make/Model/Color)","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_cars","",""
"","0","CUST-CAR-005 Blacklist a car","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_cars","",""
"","12968","CUST-CAR-008 Add car form contains Save and Cancel controls","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_cars","",""
"","6836","CUST-FLT-021 All boolean filter dropdowns default to All","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_search_filter","",""
"","18353","CUST-EDT-006 Toggle Allow invoicing persists after save","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_edit","",""
"","0","CUST-PAY-008 Transaction Details link navigates to invoice","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_payment","",""
"","0","CUST-PAY-004 Transaction history loads on All time filter","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_payment","",""
"","10330","CUST-LST-003 Pagination and results-per-page controls are visible","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_ui","",""
"","0","CUST-FLT-013 Filter by CC type narrows results","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_search_filter","",""
"","13986","CUST-EDT-004 Activate an inactive customer updates its status to Active","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_edit","",""
"","7576","CUST-FLT-001 Filter panel opens with all required fields visible","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_search_filter","",""
"","10395","CUST-CRT-002 Create customer with all optional fields filled appears in the list","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_positive","",""
"","0","CUST-CAR-006 Deactivate a car","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_cars","",""
"","7594","CUST-VAL-002 Blank last name is blocked on save","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_validation","",""
"","12302","CUST-PAY-001 Payment settings tab is enabled on an existing customer","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_payment","",""
"","0","CUST-PAY-009 Transaction history pagination defaults to 10 per page","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_payment","",""
"","23985","CUST-PER-002 Edit customer then refresh — changes persist","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_edit","",""
"","0","CUST-EDT-007 Toggle Send text and Send email persists after save","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_edit","",""
"","0","CUST-CAR-MEM-001 Add car form shows Assign membership button after filling car details","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_cars","",""
"","26525","CUST-VAL-006 Duplicate email — document behaviour","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_validation","",""
"","11699","CUST-SRH-002 Search by partial license plate returns matching records","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_search_filter","",""
"","12346","CUST-CAR-001 Cars settings tab is enabled on an existing customer","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_cars","",""
"","8001","CUST-VAL Submitting a completely blank form stays on the create page","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_validation","",""
"","0","CUST-FLT-012 Filter by CC number narrows results","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_search_filter","",""
"","0","CUST-DEP-001 Customer appears in the Customer Gift Cards select-customer dropdown","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_dependency","",""
"","0","CUST-EXP-001 Export button triggers customer list download","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_export","",""
"","0","CUST-FLT-009 Filter by membership narrows results","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_search_filter","",""
"","0","CUST-CAR-002 Cars list shows car details, membership and next payment date","tests.admin_portal.customers","2026-07-01","skipped","2026-07-01","","test_customers_cars","",""
"","10602","CUST-VAL-005 Date of birth in the future — document behaviour","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_validation","",""
"","0","CUST-LST-002 Grid membership status column is present","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_ui","",""
"","17803","CUST-EDT-001 Edit customer last name persists after save","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_edit","",""
"","0","CUST-FLT-017 Filter by Recurring Yes narrows results","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_search_filter","",""
"","7820","CUST-CRT-004 Assign to Loc/Site dropdown lists available sites","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_positive","",""
"","0","CUST-DEP-004 Car RFID links to POS tunnel entry","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_dependency","",""
"","7674","CUST-CRT-005 State dropdown populates cities on selection","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_positive","",""
"","27041","CUST-FLT-016 Filter by Card on file Yes and No narrows results","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_search_filter","",""
"","11601","CUST-FLT-003 Filter result count updates before applying","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_search_filter","",""
"","24078","CUST-PAY-004b Transaction history section is present in Payment settings","","2026-07-01","passed","2026-07-01","","","",""
"","0","CUST-CAR-VAL-004 Duplicate RFID — document behaviour","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_cars","",""
"","26729","CUST-PAY-002 Credit card info accordion is visible in Payment settings","tests.admin_portal.customers","2026-07-01","broken","2026-07-01","","test_customers_payment","",""
"","7015","CUST-VAL-001 Blank first name is blocked on save","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_validation","",""
"","7209","CUST-LST-001 Customers page loads with all primary controls","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_ui","",""
"","7606","CUST-UI Add new customer form shows required fields, save and cancel controls","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_ui","",""
"","2469","CUST-EDT-003 Edit form pre-populates all existing customer values","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_edit","",""
"","7116","CUST-CRT-006 City dropdown has no options when no state is selected","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_positive","",""
"","0","CUST-FLT-014 Filter by number of cars range narrows results","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_search_filter","",""
"","11689","CUST-SRH-004 Search by partial phone number returns matching records","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_search_filter","",""
"","12654","CUST-PAY-002 Credit card info section is visible in Payment settings","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_payment","",""
"","27426","CUST-CAR-VAL-001 Blank license plate is blocked on save","tests.admin_portal.customers","2026-07-01","broken","2026-07-01","","test_customers_cars","",""
"","9040","CUST-CRT-009 Cancel out of Add new customer returns to the list without saving","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_positive","",""
"","11737","CUST-SRH-003 Search by exact phone number returns the correct customer","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_search_filter","",""
"","11898","CUST-FLT-024 Reset all clears all active filter fields","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_search_filter","",""
"","6956","CUST-SRH-001 Search by exact license plate — grid stays stable","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_search_filter","",""
"","6935","CUST-EDT-005 Deactivate an active customer hides them from the default list","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_edit","",""
"","12264","CUST-FLT-004 Filter by first name narrows results","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_search_filter","",""
"","9283","CUST-SRH-005 License plate and phone searches operate independently","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_search_filter","",""
"","0","CUST-PAY-006 Transaction history Select range filter narrows results","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_payment","",""
"","26701","CUST-PAY-003 Save card button requires Pay API token on assigned site","tests.admin_portal.customers","2026-07-01","broken","2026-07-01","","test_customers_payment","",""
"","16400","CUST-EDT-008 Cancel out of Edit customer screen discards changes","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_edit","",""
"","12146","CUST-FLT-007 Filter by RFID narrows results","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_search_filter","",""
"","12239","CUST-PAY-005b Transaction history filter controls are present","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_payment","",""
"","31438","CUST-FLT-010 Filter by sign up date range narrows results","tests.admin_portal.customers","2026-07-03","skipped","2026-07-03","","test_customers_search_filter","",""
"","9854","CUST-CRT-007 Create inactive customer — hidden from default active-only list","tests.admin_portal.customers","2026-07-03","passed","2026-07-03","","test_customers_positive","",""
